Class,Review
0,i ll go out on limb it isn quite one of the worst movie of the year it just merely very bad
0,writer director ritchie reduces wertmuller social more and politics to tiresome jargon
0,about amy cuteness amy career success she a best selling writer of self help book who can help herself and amy neurosis when it come to men
0,everything about girl can swim even it passage of sensitive observation feel secondhand familiar and not in good way
0,feel aimless for much of it running time until late in the film when tidal wave of plot arrives leaving question in it wake
0,le than fresh
0,in my own very humble opinion in praise of love lack even the most fragmented charm have found in almost all of his previous work
0,the script is too mainstream and the psychology too textbook to intrigue
0,muddled simplistic and more than little pretentious
0,meandering and glacially paced and often just plain dull
0,a disaster of drama saved only by it winged assailant
0,a road trip that will get you thinking are we there yet
0,director elie chouraqui who co wrote the script catch the chaotic horror of war but why bother if you re going to subjugate truth to the tear jerking demand of soap opera
0,dong never push for insight beyond the superficial tension of the dynamic he dissecting and the film settle too easily along the contour of expectation
0,if there wa any doubt that peter fallon didn have an original bone in his body rumor of angel should dispel it
0,an occasionally interesting but mostly repetitive look at slice of counterculture that might be best forgotten
0,what could have been right at home a nifty plot line in steven soderbergh traffic fails to arrive at any satisfying destination
0,the movie is like scorsese mean street redone by someone who ignored it in favor of old juvenile delinquent paperback with title like leather warrior and switchblade sexpot
